Company,TypeName,Inches,Ram,OpSys,Weight_Kg,Price,SSD,HDD,Hybrid,Flash_Storage,Resolution,Touchscreen,Cpu_Brand,Cpu_Proc,Cpu_GHz,Gpu_Type
Asus,Gaming,17.3,16,Windows 10,2.9,74964.96,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,15.6,4,No OS,2.1,18594.72,0,500,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,15.6,8,No OS,2.2,29250.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Huawei,Ultrabook,13.0,8,Windows 10,1.05,79866.72,512,0,0,0,2160x1440,False,Intel,Core i7,2.7,Intel HD
Dell,Ultrabook,13.3,8,Windows 10,1.4,49650.5664,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,Notebook,17.3,8,No OS,2.8,31381.92,0,1000,0,0,1600x900,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Notebook,14.0,8,Windows 10,1.63,54931.68,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Dell,Ultrabook,14.0,8,Windows 10,1.6,61218.72,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.62,68145.12,512,0,0,0,1920x1080,True,Intel,Core i7,1.8,Intel UHD
Dell,Notebook,15.6,8,Linux,2.2,36089.208,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.74,47898.72,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,72620.64,256,0,0,0,1920x1080,False,Intel,Core i7,2.5,Intel HD
HP,Notebook,15.6,8,Windows 10,2.1,42304.32,0,1000,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Dell,Gaming,17.3,16,Windows 10,4.42,130873.7952,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,8,Windows 10,2.2,44328.96,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Notebook,15.6,16,Windows 10,2.3,45768.0528,0,1000,0,0,1920x1080,True,Intel,Core i7,2.7,AMD Radeon
Asus,Notebook,15.6,8,Windows 10,2.0,40972.32,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Notebook,17.3,8,Windows 10,2.69,47472.48,256,500,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Notebook,15.6,8,Windows 10,1.9,67612.32,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Firepro
Asus,Notebook,15.6,4,Windows 10,2.37,21258.1872,0,1000,0,0,1366x768,False,Intel,Core i3,2.4,Intel HD
HP,Notebook,15.6,4,Windows 10,2.1,17582.4,0,500,0,0,1366x768,False,AMD,E-Series,1.5,AMD Radeon
Lenovo,Gaming,15.6,16,Windows 10,3.2,79866.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,14.0,8,Windows 10,1.6,45767.52,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,36709.92,256,0,0,0,1920x1080,True,Intel,Core i5,2.3,Intel HD
Dell,Notebook,15.6,16,Linux,2.36,47898.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
Acer,Notebook,15.6,4,Linux,2.1,20779.2,0,1000,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Asus,Notebook,15.6,4,Windows 10,2.2,30636.0,128,1000,0,0,1920x1080,False,AMD,A-Series,2.5,AMD Radeon
Asus,Gaming,17.3,32,Windows 10,4.7,207259.2,512,1000,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia GeForce
Acer,Gaming,15.6,8,Windows 10,2.5,45074.88,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Notebook,15.6,8,Windows 10,7.2,31381.92,128,0,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Asus,Notebook,17.3,8,Windows 10,2.1,61005.6,128,1000,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Asus,Notebook,17.3,8,No OS,2.69,47365.92,128,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Gaming,15.6,8,Windows 10,2.56,46833.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,57489.12,256,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.2,52480.8,128,2000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
HP,Notebook,15.6,8,Windows 10,2.04,29783.52,0,1000,0,0,1366x768,True,Intel,Core i5,2.5,Intel HD
Asus,Gaming,17.3,16,Windows 10,3.6,159786.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia GeForce
HP,Notebook,13.3,4,Windows 10,1.49,35964.0,0,500,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Apple,Ultrabook,13.3,8,macOS,1.37,108691.2,512,0,0,0,2560x1600,False,Intel,Core i5,3.1,Intel Iris
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.08,43636.32,0,1000,0,0,1920x1080,True,Intel,Core i7,1.8,Intel UHD
Asus,Gaming,17.3,16,Windows 10,4.3,95850.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,Notebook,15.6,4,Windows 10,1.68,24988.32,0,1000,0,0,1366x768,False,AMD,A-Series,3.0,AMD Radeon
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.37,98514.72,512,0,0,0,1920x1080,True,Intel,Core i7,1.8,Intel UHD
Acer,Notebook,17.3,4,Windows 10,3.0,37402.56,256,0,0,0,1920x1080,False,Intel,Core i3,2.7,Nvidia GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.41,50562.72,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
HP,Notebook,15.6,8,Windows 10,1.91,23757.552,128,0,0,0,1366x768,False,AMD,A-Series,2.5,AMD Radeon
HP,Notebook,17.3,16,Windows 10,2.9,56423.52,0,1000,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
MSI,Gaming,17.3,16,Windows 10,4.14,133146.72,512,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,90522.72,512,0,0,0,1920x1080,True,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,17.3,8,Windows 10,2.8,60845.76,128,1000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,Notebook,15.6,4,No OS,2.2,23656.32,256,0,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
HP,Notebook,15.6,4,Windows 10,2.1,38468.16,0,500,0,0,1920x1080,False,Intel,Core i5,1.6,Intel HD
Dell,Notebook,15.6,4,Windows 10,2.18,35004.96,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.24,30103.2,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,AMD Radeon
Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,42570.72,256,0,0,0,1920x1080,True,Intel,Core i5,1.6,Intel UHD
Asus,2 in 1 Convertible,13.3,8,Windows 10,4.1,79866.72,1024,0,0,0,1920x1080,True,Intel,Core i7,1.8,Intel UHD
HP,Notebook,17.3,8,Windows 10,2.5,54239.04,0,1000,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Lenovo,Notebook,15.6,8,Windows 10,2.05,46886.4,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,Intel UHD
Apple,Ultrabook,13.3,8,macOS,1.37,104370.192,512,0,0,0,2560x1600,False,Intel,Core i5,2.9,Intel Iris
Asus,Gaming,17.3,16,Windows 10,3.2,82530.72,256,1000,0,0,1920x1080,False,AMD,Ryzen,3.0,AMD Radeon
Dell,Notebook,15.6,8,Linux,2.14,39164.5296,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.36,133146.72,512,0,0,0,2560x1440,True,Intel,Core i7,2.6,Intel HD
Toshiba,Notebook,15.6,8,Windows 10,2.2,43263.36,0,500,0,0,1366x768,False,Intel,Core i7,2.5,Nvidia GeForce
Dell,Notebook,15.6,12,Windows 10,2.3,37992.3696,0,1000,0,0,1366x768,False,Intel,Core i7,2.7,Intel HD
Dell,Notebook,17.3,8,Linux,2.8,58554.72,128,1000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Acer,Notebook,15.6,8,Windows 10,2.2,39693.6,0,1000,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Lenovo,Notebook,17.3,4,Windows 10,2.8,26053.92,0,1000,0,0,1600x900,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,17.3,8,No OS,2.8,45234.72,0,2000,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Lenovo,Notebook,17.3,6,Windows 10,2.8,45767.52,128,1000,0,0,1600x900,False,Intel,Core i7,2.7,Nvidia GeForce
Dell,Notebook,15.6,4,Linux,2.25,22803.84,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,AMD Radeon
Lenovo,Gaming,15.6,8,Windows 10,2.5,44169.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Notebook,15.6,6,Windows 10,2.2,30849.12,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Acer,Notebook,15.6,8,Windows 10,3.0,50669.28,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,Nvidia GeForce
Acer,Notebook,15.6,12,Windows 10,2.15,35111.52,0,1000,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,15.6,8,Windows 10,1.95,58448.16,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Asus,Ultrabook,15.6,8,Windows 10,1.7,52054.56,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Gaming,15.6,16,Windows 10,2.5,62817.12,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,35112.0528,0,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Acer,Notebook,15.6,2,Chrome OS,2.19,10602.72,16,0,0,0,1366x768,False,Intel,Celeron Dual Core,1.5,Intel HD
Asus,Gaming,17.3,8,Windows 10,3.0,63243.36,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,17.3,8,Windows 10,2.54,26053.92,0,1000,0,0,1600x900,False,Intel,Core i3,2.0,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.0,97449.12,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,8,Windows 10,2.05,39373.92,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Intel UHD
Lenovo,Gaming,15.6,8,Windows 10,3.2,69210.72,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,8,Linux,2.5,52161.12,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Workstation,17.3,16,Windows 10,3.42,153705.3408,256,0,0,0,1920x1080,False,Intel,Core i7,2.9,Nvidia Quadro
Lenovo,Notebook,15.6,6,Windows 10,2.4,26586.72,0,1000,0,0,1920x1080,False,AMD,A-Series,2.4,AMD Radeon
Asus,Ultrabook,15.6,16,Windows 10,1.63,78215.04,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
Asus,Notebook,14.0,4,Windows 10,1.3,27119.52,128,0,0,0,1366x768,False,Intel,Core i3,2.4,Intel HD
Asus,Gaming,17.3,16,Windows 10,2.9,113060.16,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,17.3,6,Windows 10,5.8,34578.72,0,1000,0,0,1600x900,False,Intel,Core i5,2.5,Nvidia GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,29250.72,0,2000,0,0,1366x768,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Gaming,15.6,8,Windows 10,2.5,67399.2,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,4,No OS,2.2,19180.2672,0,1000,0,0,1366x768,False,Intel,Pentium Quad Core,1.1,Intel HD
HP,2 in 1 Convertible,13.3,16,Windows 10,1.28,105228.0,256,0,0,0,1920x1080,True,Intel,Core i7,2.8,Intel HD
Toshiba,Notebook,15.6,8,Windows 10,2.2,55571.04,256,0,0,0,1920x1080,False,Intel,Core i7,2.5,Nvidia GeForce
Lenovo,Notebook,15.6,8,Windows 10,2.3,43636.32,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Notebook,15.6,4,Windows 10,1.86,24988.32,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,13.3,8,Windows 10,1.1,53226.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Ultrabook,13.3,16,Windows 10,1.21,133146.72,1000,0,0,0,3840x2160,True,Intel,Core i7,1.8,Intel UHD
MSI,Gaming,15.6,16,Windows 10,2.8,111834.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,8,Windows 10,2.23,24988.32,256,0,0,0,1920x1080,False,AMD,A-Series,2.2,AMD Radeon
Asus,2 in 1 Convertible,11.6,2,Windows 10,1.1,14652.0,0,0,0,32,1366x768,True,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.33,44968.32,128,1000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
HP,2 in 1 Convertible,13.3,16,Windows 10,1.29,130482.72,1000,0,0,0,3840x2160,True,Intel,Core i7,1.8,Intel UHD
Lenovo,Notebook,13.3,4,Chrome OS,1.45,24503.472,0,0,0,16,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
HP,Notebook,14.0,8,Windows 10,1.95,52214.4,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Acer,Notebook,11.6,4,Windows 10,1.4,25840.8,0,0,0,128,1366x768,False,Intel,Pentium Quad Core,1.6,Intel HD
HP,Notebook,14.0,8,Windows 10,1.48,68837.76,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,17.3,4,Windows 10,2.79,31381.92,0,1000,0,0,1600x900,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Notebook,14.0,8,Windows 10,2.0,58288.32,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
HP,Notebook,15.6,8,Windows 10,2.1,48058.56,0,1000,0,0,1366x768,False,Intel,Core i7,1.8,Intel UHD
Acer,Notebook,15.6,8,Windows 10,2.2,35111.52,256,0,0,0,1366x768,False,AMD,A-Series,2.7,AMD Radeon
Lenovo,Notebook,14.0,4,Windows 10,1.44,15557.76,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Acer,Notebook,15.6,6,Windows 10,8.23,29250.72,0,1000,0,0,1366x768,False,Intel,Core i5,2.5,Intel HD
Asus,Ultrabook,15.6,8,Windows 10,1.7,55938.672,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia GeForce
HP,Ultrabook,12.5,8,Windows 10,1.26,71128.8,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Dell,Notebook,15.6,32,Windows 10,2.06,140605.92,1000,0,0,0,3840x2160,True,Intel,Core i7,2.8,Nvidia GeForce
MSI,Gaming,17.3,8,Windows 10,2.7,63882.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Toshiba,Notebook,15.6,8,Windows 10,2.0,50243.04,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,Notebook,14.0,8,Windows 10,2.0,71075.52,256,1000,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,1.85,23922.72,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Asus,Gaming,15.6,8,Windows 10,2.5,53226.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,14.0,8,Windows 10,1.48,67559.04,256,0,0,0,1920x1080,False,Intel,Core i5,2.6,Intel HD
HP,Notebook,15.6,8,Windows 10,1.84,60952.32,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Asus,Notebook,15.6,4,Linux,2.0,14651.4672,0,1000,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Notebook,15.6,8,Windows 10,2.0,60885.72,256,0,0,0,1920x1080,False,Intel,Core i5,1.6,Nvidia GeForce
Dell,Notebook,15.6,4,Linux,2.2,14646.672,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Lenovo,Notebook,15.6,12,Windows 10,2.2,47898.72,0,2000,0,0,1920x1080,False,AMD,A-Series,3.6,AMD Radeon
HP,Notebook,15.6,8,Windows 10,2.1,38148.48,0,1000,0,0,1920x1080,False,Intel,Core i3,2.4,Nvidia GeForce
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111834.72,512,0,0,0,3840x2160,True,Intel,Core i7,1.8,Intel UHD
Dell,Ultrabook,13.3,8,Windows 10,1.2,84129.12,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,Intel UHD
Lenovo,Gaming,15.6,16,Windows 10,2.4,60153.12,256,2000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,14.0,2,Windows 10,1.44,14865.12,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Dell,Ultrabook,15.6,16,Windows 10,1.88,85672.1088,768,0,0,0,1920x1080,False,Intel,Core i7,1.9,Intel UHD
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980.0,0,0,0,32,1366x768,True,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Ultrabook,15.6,8,Windows 10,0.0002,35324.64,0,1000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
HP,Notebook,15.6,8,Windows 10,1.84,69477.12,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
MSI,Gaming,17.3,8,Windows 10,2.7,75071.52,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Workstation,15.6,8,Windows 10,2.6,92615.0256,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Toshiba,Notebook,15.6,16,Windows 10,2.4,74751.84,512,0,0,0,1920x1080,False,Intel,Core i7,2.5,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.02,51729.552,128,2000,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,Notebook,15.6,4,No OS,2.2,17155.6272,0,1000,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Dell,Gaming,15.6,8,Windows 10,2.65,53226.72,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.36,29696.6736,0,2000,0,0,1366x768,True,Intel,Core i5,2.5,Intel HD
Dell,Notebook,14.0,8,Windows 10,1.36,76030.56,256,0,0,0,1920x1080,False,Intel,Core i5,2.6,Intel HD
HP,Notebook,15.6,4,Windows 10,1.86,23389.92,0,500,0,0,1366x768,False,Intel,Core i3,2.0,Intel HD
Asus,Notebook,14.0,8,Windows 10,2.0,50349.6,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,17.3,6,Windows 10,2.8,38308.32,128,1000,0,0,1600x900,False,Intel,Core i5,2.5,Nvidia GeForce
HP,Notebook,15.6,8,Windows 10,1.86,34045.92,0,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Lenovo,Notebook,15.6,8,No OS,2.2,26586.72,256,0,0,0,1366x768,False,Intel,Core i3,2.0,Nvidia GeForce
HP,Notebook,15.6,8,Windows 10,2.04,20725.92,0,2000,0,0,1366x768,False,Intel,Pentium Quad Core,1.6,Intel HD
Dell,Notebook,17.3,8,Windows 10,2.8,57808.8,128,1000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
Lenovo,Gaming,15.6,8,No OS,2.4,43103.52,128,1000,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Dell,Notebook,15.6,8,Windows 10,2.33,47898.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
HP,Ultrabook,14.0,8,Windows 10,1.36,93240.0,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,58554.72,512,2000,0,0,1920x1080,True,Intel,Core i7,2.7,Nvidia GeForce
Acer,Notebook,15.6,4,Windows 10,2.1,22697.28,128,0,0,0,1366x768,False,AMD,A-Series,3.0,AMD Radeon
Asus,Gaming,17.3,16,Windows 10,3.25,117162.72,256,1000,0,0,1920x1080,False,AMD,Ryzen,3.0,AMD Radeon
Lenovo,Notebook,17.3,4,Windows 10,2.6,26053.92,128,0,0,0,1600x900,False,AMD,A-Series,2.2,AMD Radeon
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,46300.8528,256,0,0,0,1920x1080,True,Intel,Core i7,1.8,Intel UHD
HP,Notebook,15.6,4,Windows 10,1.91,26053.3872,256,0,0,0,1920x1080,False,AMD,A-Series,3.0,AMD Radeon
Lenovo,Netbook,11.6,4,Windows 10,1.59,29463.84,128,0,0,0,1366x768,False,Intel,Celeron Quad Core,1.1,Intel HD
Dell,Notebook,15.6,4,Windows 10,1.8,16463.52,0,500,0,0,1366x768,False,Intel,Celeron Dual Core,1.6,Intel HD
Asus,Notebook,14.0,4,Windows 10,1.5,15238.08,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Acer,Notebook,15.6,8,Linux,2.4,45074.88,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Gaming,17.3,8,Windows 10,3.35,63456.48,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,15.6,4,No OS,1.85,21498.48,128,0,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Asus,Gaming,15.6,8,Windows 10,2.3,88178.4,128,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,14.0,8,Windows 10,1.5,58554.72,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Nvidia GeForce
Asus,Ultrabook,13.3,16,Windows 10,1.1,93181.392,512,0,0,0,1920x1080,True,Intel,Core i7,2.7,Intel HD
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,121584.96,512,0,0,0,2560x1440,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,13.3,4,Windows 10,1.5,29250.72,128,0,0,0,1920x1080,False,Intel,Core i3,2.4,Intel HD
Dell,Workstation,15.6,8,Windows 10,2.23,72940.32,0,500,0,0,1920x1080,False,Intel,Core i5,2.6,AMD Firepro
Dell,Workstation,15.6,8,Windows 10,2.0,113752.8,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,Nvidia Quadro
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,133679.52,512,0,0,0,2560x1440,True,Intel,Core i7,2.7,Intel HD
Asus,Gaming,17.3,8,Windows 10,3.0,55357.92,0,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,Gaming,17.3,16,Windows 10,3.0,84768.48,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Acer,Notebook,15.6,12,Windows 10,2.2,36975.7872,0,1000,0,0,1366x768,False,Intel,Core i5,1.6,Nvidia GeForce
MSI,Gaming,17.3,8,Windows 10,2.7,71874.72,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Dell,Notebook,15.6,8,Linux,2.33,41498.1936,256,0,0,0,1920x1080,False,Intel,Core i7,2.7,AMD Radeon
HP,Ultrabook,15.6,4,Windows 10,1.91,26586.72,256,0,0,0,1920x1080,False,AMD,A-Series,3.0,AMD Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.1,65510.9568,256,0,0,0,1920x1080,False,Intel,Core i7,1.8,AMD Radeon
Lenovo,Notebook,14.0,8,Windows 10,1.9,49976.64,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,Intel HD
Dell,Workstation,15.6,8,Windows 10,1.78,144495.36,256,0,0,0,3840x2160,True,Intel,Core i7,2.8,Nvidia Quadro
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,139860.0,1000,0,0,0,2560x1440,False,Intel,Core i7,2.7,Intel HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,16303.68,0,1000,0,0,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Asus,Gaming,17.3,16,Windows 10,2.9,81465.12,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Lenovo,Notebook,25.6,8,Windows 10,2.1,60978.96,256,1000,0,0,1920x1080,False,Intel,Core i5,1.6,AMD Radeon
Acer,Notebook,15.6,8,Linux,2.5,46833.12,256,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
MSI,Gaming,17.3,16,Windows 10,2.8,119826.72,256,1000,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia GeForce
Asus,Ultrabook,14.0,8,Windows 10,1.1,99793.44,512,0,0,0,1920x1080,False,Intel,Core i7,2.7,Intel HD
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080.16,512,0,0,0,1920x1080,False,Intel,Core i7,2.5,Intel HD
Dell,Ultrabook,14.0,8,Windows 10,1.36,89510.4,512,0,0,0,1920x1080,False,Intel,Core i7,2.8,Intel HD
Lenovo,Notebook,35.6,4,Windows 10,2.2,21791.52,0,500,0,0,1920x1080,False,Intel,Core i3,2.0,Intel HD
Lenovo,Notebook,11.6,2,Windows 10,1.15,16221.096,0,0,0,32,1366x768,False,Intel,Celeron Dual Core,1.1,Intel HD
Lenovo,Workstation,15.6,8,Windows 10,2.67,102564.0,512,0,0,0,1920x1080,False,Intel,Core i7,2.8,Nvidia Quadro
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,103523.04,512,0,0,0,2560x1440,False,Intel,Core i7,2.8,Nvidia GeForce
HP,Notebook,15.6,4,Windows 10,2.1,24988.32,0,1000,0,0,1920x1080,False,Intel,Core i3,2.0,AMD Radeon
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038.4528,256,0,0,0,1920x1080,True,Intel,Core i7,2.5,Intel HD
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,49443.84,256,0,0,0,1920x1080,True,Intel,Core i5,2.5,Intel HD
Dell,Notebook,15.6,4,Linux,2.3,31909.392,256,0,0,0,1920x1080,False,Intel,Core i5,2.5,AMD Radeon
